,F_0,F_1,F_2,F_max,deltaF,R2_score,C_half,dFdC_half,C_lift,C_slow,deltaC,Fluorophore
C7,1714.7349853852672,1717.935501953871,1719.2026621923749,1750.1162674968552,35.38128211158801,0.8487515951123145,91.93944055803766,4.089855729221049,81.53,102.35,20.819999999999993,Cy5
C8,1718.9934778963748,1723.4758311976086,1723.4499238432427,1755.7666697569884,36.77319186061368,0.8385005131199766,93.33228075075371,3.186651908335562,83.46,103.21,19.75,Cy5
C9,1719.0380707495601,1720.2912533423105,1722.1072364107729,1755.746983198253,36.7089124486929,0.8246823463180835,100.3308478115446,2.5805531057573976,94.05,106.62,12.570000000000007,Cy5
C10,1739.014342247114,1748.3705287302503,1739.014342247114,1748.3705287302503,9.356186483136298,0.5111702144641892,39.79422990170154,255.70651111467177,0.0,119.99,119.99,Cy5
C11,1715.6688965809683,1720.679662126411,1721.8497839411516,1752.9705616484937,37.30166506752539,0.855826217492238,90.42474194891574,3.2176652039630578,82.01,98.84,16.83,Cy5
C12,1720.8217256886728,1725.2555976873196,1726.1829623096905,1755.6241661992976,34.80244051062482,0.8535595861797206,88.90009128936323,4.176646049491352,77.84,99.96,22.11999999999999,Cy5
D1,1748.734159742701,1748.734159742701,1749.7278005281162,1749.8211806700172,1.087020927316189,0.02019545685597013,20.783842403498483,0.8219928443147133,0.0,48.93,48.93,Cy5
D2,1743.6048078333376,1745.2979091737916,1743.6048078333376,1745.8033349896311,2.198527156293494,0.06599731664493869,44.43245657493642,95.29403993840896,0.0,119.99,119.99,Cy5
D3,1742.2930883735962,1742.6177431122517,1743.5720848525114,1743.894478466329,1.6013900927327995,0.05092599531300679,18.27793119106317,0.40780562497469297,17.62,18.94,1.3200000000000003,Cy5
D4,1719.6145721043717,1721.5834577870526,1722.8054078639918,1751.8288083788523,32.21423627448053,0.8571197761703335,94.93016622432192,3.5423918477743257,84.97,104.89,19.92,Cy5
D5,1719.2427428319002,1721.4284105216618,1722.897751581318,1753.4710191566944,34.22827632479425,0.8260976652468646,99.85437306018792,1.7922551179652957,94.96,104.75,9.790000000000006,Cy5
D6,1717.781036170915,1721.1126267774382,1722.2661966102455,1751.608003360319,33.82696718940383,0.8424373154158512,94.80620360577774,2.4487738671497725,87.65,101.96,14.309999999999988,Cy5
D7,1722.0678159623073,1724.765041946682,1724.599112577008,1751.1586544140507,29.090838451743366,0.8394556577613551,98.22246711687525,1.9799628895966963,89.58,106.87,17.290000000000006,Cy5
D8,1719.8677956794788,1723.3665157748762,1724.2105011454432,1754.3629563789,34.49516069942115,0.8198259993217845,97.38057889659068,1.739023225735003,91.78,102.98,11.200000000000003,Cy5
D9,1716.9711594164344,1745.2972635141805,1749.169120230256,1749.3212064891927,32.35004707275834,0.8458553547461306,15.222853561848174,3.476115601135413,8.33,22.11,13.78,Cy5
D10,1750.5498101657095,1750.5694372271985,1750.5498101657095,1752.687626740465,2.1378165747555613,0.09891093338693724,21.703263466599417,64.68506412795095,0.0,119.99,119.99,Cy5
D11,1720.877470157637,1747.5132211489927,1749.0297494317592,1749.6433073488563,28.76583719121936,0.863470482118279,17.7271614311782,1.801944383647424,12.29,23.16,10.870000000000001,Cy5
D12,1723.676769413037,1725.9633813755138,1725.320325925429,1750.4334913251312,26.756721912094235,0.8462201555041413,103.52266296655928,1.0408508384127138,96.61,110.43,13.820000000000007,Cy5
E1,1750.519866636552,1751.0254934829263,1750.519866636552,1751.2881877594264,0.7683211228743403,0.00981242306847574,2.830746309510988e-06,11.06113334755738,0.0,119.99,119.99,Cy5
E2,1744.6656557109975,1748.0879484587922,1744.6656557109975,1748.0879484587922,3.4222927477946996,0.11503797680328753,51.04095739973507,160.1831568508453,0.0,119.99,119.99,Cy5
E3,1744.4573426206393,1744.6559183120155,1745.2413786398843,1745.4396432627857,0.982300642146356,0.014348905141928436,5.589535997115392,0.250163803300516,4.93,6.25,1.3200000000000003,Cy5
E4,1716.6469636796537,1719.7239471601831,1721.514569535048,1752.8333695513008,36.18640587164714,0.8289439177418533,91.36394436297223,4.328197303021172,81.24,101.49,20.25,Cy5
E5,1720.1953221368926,1721.6155305190537,1724.5869053232761,1756.4155162990996,36.22019416220701,0.8352640452355107,90.09586035683292,6.420870720507894,77.63,102.57,24.939999999999998,Cy5
E6,1716.4159208281153,1719.3417201738764,1720.0909951956585,1748.9771966127876,32.56127578467226,0.8625171673532348,95.18693332525595,2.7379831490959354,86.56,103.82,17.25999999999999,Cy5
E7,1723.6936705519322,1726.242173148059,1727.1462054161782,1759.3352906706302,35.64162011869803,0.8458675837796895,92.30432049028158,5.32156143232313,79.27,105.34,26.070000000000007,Cy5
E8,1714.264883806038,1718.1031806254045,1719.6608896505932,1751.3139894332346,37.049105627196695,0.8350832299697242,90.21273487058475,4.397973672434867,79.86,100.57,20.709999999999994,Cy5
E9,1721.6165279996305,1724.7895850226607,1725.8928574055121,1759.1020763382303,37.485548338599756,0.8571074039900801,90.72815401914592,5.657795917293054,77.8,103.66,25.86,Cy5
E10,1741.365740015589,1749.2446430437813,1741.365740015589,1750.8372196996572,9.4714796840683,0.5309711309559542,37.75273945671762,292.7901090786798,0.0,119.99,119.99,Cy5
E11,1726.1809399866231,1727.0358461043784,1727.6312291499491,1754.0261306596994,27.84519067307633,0.855240819659637,98.75445136015841,3.319083536962122,87.34,110.17,22.83,Cy5
E12,1724.909382373919,1725.6436399428176,1725.8764749913962,1754.1469516429352,29.23756926901615,0.8653926905815141,101.65446684382964,3.1582488453952005,90.36,112.95,22.590000000000003,Cy5
F1,1750.8025792304393,1754.3197661377785,1750.8025792304393,1754.3197661377785,3.5171869073392372,0.07078468237829216,57.20677497634063,65.74577273808505,0.0,119.99,119.99,Cy5
F2,1742.5864388963782,1747.3435096441954,1742.5864388963782,1747.3435096441954,4.757070747817124,0.16430686194935518,54.426838522219356,152.06424020141273,0.0,119.99,119.99,Cy5
F3,1728.9430487546274,1750.6076133313823,1728.9430487546274,1750.6076133313823,21.664564576754856,0.8178854401475275,47.32245914743744,756.2140263904871,0.0,119.99,119.99,Cy5
F4,1718.0582248181727,1719.293443820713,1721.4136793849486,1752.3345130614805,34.27628824330782,0.8639184146002409,91.87732297805628,5.920148490738655,78.88,104.88,26.0,Cy5
F5,1724.052937277351,1724.0648028003322,1725.4739236249127,1753.8136402559076,29.760702978556537,0.8040090511346271,112.04802992341031,1.621570623659553,106.91,117.18,10.27000000000001,Cy5
F6,1721.2073895711624,1724.6770761843736,1726.2798249850832,1755.7578054342582,34.55041586309585,0.8618665357728337,91.39265230355736,3.5436411762694235,82.37,100.42,18.049999999999997,Cy5
F7,1717.050550917688,1719.514592542891,1721.3045380234446,1752.217452742716,35.166901825027935,0.8696557036284386,91.01122068261579,5.104240083145985,79.27,102.76,23.49000000000001,Cy5
F8,1743.7888208942259,1748.6890646383579,1749.6491695555644,1800.8218755211328,57.03305462690696,0.8798296478689795,96.43494714138393,4.48610430447897,87.96,104.91,16.950000000000003,Cy5
F9,1717.9405929302404,1720.0943715248422,1721.3420473093004,1755.5764542432476,37.635861313007126,0.8478329365286157,94.34602352586015,4.845685034227619,82.89,105.81,22.92,Cy5
F10,1742.8167005486298,1748.9115592539686,1742.8167005486298,1751.6612339725289,8.844533423899065,0.49777248176515476,28.588948413907744,221.77800406237515,0.0,119.99,119.99,Cy5
F11,1722.4299222422842,1725.6567254093545,1726.2956961678676,1755.375000690141,32.94507844785676,0.8752752635796918,96.77738878993212,2.0252913015454004,89.9,103.65,13.75,Cy5
F12,1722.7247238316252,1724.1102773757227,1725.4851354887903,1759.2018115341434,36.47708770251825,0.8899178394415559,102.66769694831238,1.9339863135256445,97.45,107.89,10.439999999999998,Cy5
G1,1733.9676516388804,1748.7708029911619,1733.9676516388804,1749.6141440832957,15.646492444415344,0.6949149494829266,45.299846986292145,635.1401126761357,0.0,119.99,119.99,Cy5
G2,1730.5312215139077,1755.343211836671,1730.5312215139077,1756.7116724777443,26.18045096383662,0.8793648940023894,35.975001878963226,680.1994694373241,0.0,119.99,119.99,Cy5
G3,1736.6855092641708,1750.793981905822,1736.6855092641708,1753.1496795517246,16.46417028755377,0.7282430511598693,40.963535184833944,573.5455113428944,0.0,119.99,119.99,Cy5
G4,1721.303024923935,1722.7809648066964,1724.9242146645217,1757.3628455936187,36.05982066968363,0.8547081638684504,91.35014231528005,6.407159369015835,77.99,104.71,26.72,Cy5
G5,1719.3568896117565,1723.9905454856164,1725.2327050538167,1757.3015259050867,37.94463629333018,0.8432193916465018,89.15979834752018,4.474937878898993,78.49,99.83,21.340000000000003,Cy5
G6,1719.3959576652412,1751.6403530024409,1719.3959576652412,1755.3232025023901,35.92724483714892,0.799956970416162,143.9995314865577,-0.2994186578192958,12.3,119.99,107.69,Cy5
G7,1725.8356749035047,1726.50519973502,1727.7875767189555,1757.1227418057388,31.287066902234073,0.8534094516549119,97.38760518265106,4.043456683268964,86.14,108.64,22.5,Cy5
G8,1728.1246216209165,1730.2346516262487,1730.8289348399237,1759.4630004263745,31.338378805457978,0.8324816879203177,99.5403666151915,2.024539703827946,92.35,106.73,14.38000000000001,Cy5
G9,1722.8626768946463,1724.38232098802,1726.0472540201145,1757.028549265941,34.165872371294654,0.853161072288254,96.39166708347246,3.501775923458995,87.43,105.35,17.919999999999987,Cy5
G10,1746.3498761600085,1746.8925660370614,1748.0564111890274,1749.722127392514,3.372251232505505,0.1382086446520152,11.51202901278276,0.508039650222176,10.85,12.17,1.3200000000000003,Cy5
G11,1748.0424766242952,1748.0424766242952,1750.3203388662812,1752.2409456990601,4.198469074764944,0.1817450856049626,9.154599615514285e-09,1.9486105552089814,0.0,12.25,12.25,Cy5
G12,1743.4349300984525,1744.0820869325912,1745.6865399251917,1747.3290601341707,3.8941300357182627,0.1433187286282348,7.679887680003133,0.6976175423245411,7.02,8.34,1.3200000000000003,Cy5
H1,1737.58238891273,1755.1378164567795,1737.58238891273,1755.1378164567795,17.555427544049508,0.7158983428316119,46.540714988197045,672.2560121303686,0.0,119.99,119.99,Cy5
H2,1719.8471988154877,1743.541814825052,1745.5360758695308,1746.1979375054889,26.350738690001208,0.8576888357946361,30.839644457251165,6.295264794922469,15.02,46.66,31.639999999999997,Cy5
H3,1724.157649295332,1750.8205485279932,1751.6940588314872,1754.5816036390843,30.423954343752257,0.8895785198238332,39.94976651557891,17.858918929736213,13.13,66.77,53.63999999999999,Cy5
H4,1720.5589451330595,1724.307229520765,1725.3925535503013,1758.544394150947,37.985449017887504,0.9031049889628705,94.79333942476184,2.8694614124124955,87.12,102.47,15.349999999999994,Cy5
H5,1713.435678711546,1753.5146164942753,1713.435678711546,1753.5146164942753,40.07893778272933,0.8179992040196197,0.05246530849552755,-0.3340189825707416,0.0,119.99,119.99,Cy5
H6,1723.2474421758543,1726.0944871050638,1727.5013384010556,1764.3124310282794,41.06498885242513,0.8593223367557872,96.38811350411126,3.493822362123626,88.17,104.61,16.439999999999998,Cy5
H7,1717.5746896954047,1722.2037080867815,1723.042061191683,1762.7858623626557,45.21117266725105,0.8592310113537021,94.97566853505911,3.4334987133207795,86.81,103.14,16.33,Cy5
H8,1722.4339656952634,1724.661059887832,1726.0113411449274,1763.6398525611985,41.2058868659351,0.8659487121259686,97.19277727222749,3.885459808521532,88.16,106.22,18.060000000000002,Cy5
H9,1723.6561004068355,1725.1279969964312,1725.9835099616798,1762.9243407899476,39.268240383112015,0.8469309734816892,100.64906522606738,3.3011643559837585,91.9,109.4,17.5,Cy5
H10,1754.7203594442367,1755.370780720442,1756.1872982537188,1758.0644098083926,3.344050364155919,0.13768282671877985,75.12590851919599,0.33868763428059157,74.41,75.84,1.4300000000000068,Cy5
H11,1747.1017369801623,1747.1017369801623,1750.3380027686242,1753.6061190549456,6.50438207478328,0.24650655047241,6.559566130385399e-23,2.7435728005795434,0.0,9.11,9.11,Cy5
H12,1754.6755811971732,1754.6755811971732,1757.4274602038909,1759.3742101824382,4.698628985265032,0.17037081401688603,3.7266791283925502,1.7279084065797377,0.0,15.86,15.86,Cy5
A1,1813.5868457369993,1815.5342012001936,1816.20718659869,1822.1675734221485,8.580727685149213,0.6759918535810406,84.22237484742101,0.25535246143035417,83.56,84.88,1.3199999999999932,Quasar 705
A2,1814.7627390321359,1816.863700228928,1817.452914285704,1824.923885733667,10.161146701531152,0.7227804863898455,87.9289629917622,0.24714533698371194,86.86,89.0,2.1400000000000006,Quasar 705
A3,1807.4098694312668,1819.0903826199972,1807.4098694312668,1819.0903826199972,11.680513188730401,0.6607131049775316,68.09946146331586,127.86087414586123,0.0,119.99,119.99,Quasar 705
A4,1751.2695115019533,1821.5721555695263,1823.4368710723325,1831.947667352053,80.67815585009976,0.8984172503400369,33.003046739814906,16.350339295194868,17.17,48.84,31.67,Quasar 705
A5,1753.2961192168511,1754.6290774829795,1756.8327061200791,1834.0951841611645,80.79906494431339,0.871394670517307,104.21407918337502,5.430674909304388,97.14,111.29,14.150000000000006,Quasar 705
A6,1738.5099766199494,1809.1870182199675,1812.2510395437928,1819.2213181721802,80.7113415522308,0.871059718514753,26.829305670160245,8.240249669944447,17.47,36.19,18.72,Quasar 705
A7,1747.5927011157205,1752.4943782309247,1755.3104954545672,1826.4608462160118,78.86814510029126,0.8957854750054117,94.58846265506257,9.100670189777686,84.15,105.03,20.879999999999995,Quasar 705
A8,1751.294070062641,1755.057206385586,1760.0243271672525,1826.0362784356398,74.7422083729989,0.894440214993802,92.73520463158263,9.728775085058315,82.55,102.92,20.370000000000005,Quasar 705
A9,1778.9237245302916,1783.897469176274,1787.565583061431,1846.5229527531576,67.59922822286603,0.8911764054204637,90.82810879832955,9.435705924965864,79.57,102.09,22.52000000000001,Quasar 705
A10,1819.230756229828,1852.3907226149477,1819.230756229828,1852.3907226149477,33.15996638511956,0.870245926702711,50.98307705547992,1042.8494872737742,0.0,119.99,119.99,Quasar 705
A11,1783.311583695866,1863.9523841340035,1783.311583695866,1863.9523841340035,80.6408004381376,0.8786201233926036,24.657929251872208,-0.672062675358353,0.0,119.99,119.99,Quasar 705
A12,1781.8432189655623,1786.6946431517308,1789.8212526316906,1848.7338153355204,66.89059636995808,0.9031579671682073,89.01861759284483,12.434317389414758,74.82,103.22,28.400000000000006,Quasar 705
B1,1823.2683328425292,1839.0380949036353,1823.2683328425292,1839.0380949036353,15.769762061106121,0.7003860491852163,57.20167717507996,368.40587140928693,0.0,119.99,119.99,Quasar 705
B2,1805.1259355561167,1831.0348711918682,1805.1259355561167,1831.0348711918682,25.908935635751504,0.6746718684814642,52.062923456032706,856.2573435349403,0.0,119.99,119.99,Quasar 705
B3,1822.0615926023704,1831.6020150897746,1822.0615926023704,1831.6020150897746,9.540422487404157,0.6268502905546129,89.83243780094051,80.06166582607595,0.0,119.99,119.99,Quasar 705
B4,1752.5917852119628,1759.455212797314,1763.8625932328325,1843.9265609930474,91.33477578108455,0.8939828397856096,91.41567054627782,12.187950813145523,80.31,102.52,22.209999999999994,Quasar 705
B5,1755.9560585221884,1759.4337212471173,1765.490556741526,1842.0844325901976,86.12837406800918,0.8945713432622004,90.75586574520435,15.195539815073369,77.89,103.62,25.730000000000004,Quasar 705
B6,1744.7832732724737,1751.7795527014594,1755.611833452273,1841.084957416129,96.3016841436554,0.9045136113194653,94.04382357215495,10.177479744985526,84.49,103.6,19.11,Quasar 705
B7,1749.9069967295875,1755.6223566290773,1761.209458310292,1847.0575636378812,97.15056690829374,0.8908338004577324,92.41619546303151,12.797932373379933,81.78,103.06,21.28,Quasar 705
B8,1760.91875573162,1766.987336603746,1770.7428092918628,1854.4016976847508,93.48294195313088,0.9067760066522508,93.38865718003241,11.676035068105001,82.49,104.28,21.790000000000006,Quasar 705
B9,1773.9214352177478,1779.4293383402776,1783.322205783929,1862.8937978878105,88.9723626700627,0.8892497460719014,94.53634035750667,9.717956037366422,84.88,104.19,19.310000000000002,Quasar 705
B10,1846.961456925294,1855.7370939986556,1846.961456925294,1855.7370939986556,8.775637073361622,0.6082346319754472,65.88696466745246,84.648740912048,0.0,119.99,119.99,Quasar 705
B11,1786.0891230487252,1864.590702447764,1786.0891230487252,1868.2183802820568,82.1292572333316,0.9067257931655901,136.99950381199682,-0.6844675157819424,5.3,119.99,114.69,Quasar 705
B12,1775.3748393238504,1778.5906051075547,1779.9862500969539,1860.9548023279392,85.57996300408877,0.9369071658307878,102.44397226940336,5.961908865181987,94.65,110.24,15.58999999999999,Quasar 705
C1,1773.8431616221471,1833.5154088650786,1773.8431616221471,1833.5154088650786,59.67224724293146,0.9262236087309836,45.040797030561556,1210.2651365156046,0.0,119.99,119.99,Quasar 705
C2,1766.0365721484518,1832.0455040110594,1792.8108933601488,1832.0455040110594,66.0089318626076,0.9682117682235528,41.05857522511331,224.69727066505718,0.0,104.9,104.9,Quasar 705
C3,1823.6745331850184,1832.179869973705,1823.6745331850184,1832.179869973705,8.50533678868669,0.5218657198519683,80.90332769094084,104.07122485111424,0.0,119.99,119.99,Quasar 705
C4,1756.9214574837063,1761.2506824195455,1765.7040650820866,1844.7314531960153,87.80999571230905,0.8992696347520066,92.34725535892602,13.595703111840118,79.97,104.73,24.760000000000005,Quasar 705
C5,1754.5278864520853,1759.8541591899077,1763.8340628875637,1846.3904912903815,91.86260483829619,0.8912252361331959,91.33422704370399,15.486664196445924,77.89,104.78,26.89,Quasar 705
C6,1749.98503936219,1753.834134068075,1759.8108054580289,1844.3873978472136,94.40235848502357,0.9010333765108266,91.55204471259115,15.933206424640574,78.84,104.26,25.42,Quasar 705
C7,1746.6620649975628,1751.885870071378,1756.6336296153363,1841.6008140638241,94.93874906626138,0.8847440336695246,93.09618947690551,12.705336965615393,82.01,104.19,22.179999999999993,Quasar 705
C8,1755.7391893522488,1759.3676706940732,1763.9615450856863,1846.787430369507,91.0482410172583,0.8951306436689477,95.14518865103166,11.27628502667612,84.71,105.58,20.870000000000005,Quasar 705
C9,1758.5117615052534,1762.4933230737333,1766.6760363213166,1854.7501917994991,96.23843029424575,0.8793873847734286,98.74993524657935,7.966289339136498,91.11,106.39,15.280000000000001,Quasar 705
C10,1804.8213629478596,1841.6608967983566,1804.8213629478596,1841.6608967983566,36.83953385049699,0.9067563196132382,49.78687969994396,1025.178791877091,0.0,119.99,119.99,Quasar 705
C11,1760.4892924837632,1764.842498290354,1769.736021365328,1855.2526492035124,94.76335671974925,0.926678263586706,94.19717888356035,12.14689717465489,83.53,104.86,21.33,Quasar 705
C12,1769.9181656322255,1774.4158399959902,1778.8012158747633,1857.612908387003,87.69474275477751,0.9154098678863166,92.52193928855388,13.089457648360828,80.45,104.59,24.14,Quasar 705
D1,1828.363550186286,1837.208194748955,1828.363550186286,1837.208194748955,8.844644562669146,0.5319776739776756,73.91691917116766,164.63307056013699,0.0,119.99,119.99,Quasar 705
D2,1822.1876285452126,1830.380998213688,1822.1876285452126,1830.380998213688,8.19336966847527,0.5390020663505316,72.04117278223092,81.74835856480354,0.0,119.99,119.99,Quasar 705
D3,1819.8829518758155,1826.6349695904494,1819.8829518758155,1826.6349695904494,6.752017714633894,0.4469561750450346,73.81014991538568,60.58574550316858,0.0,119.99,119.99,Quasar 705
D4,1763.448741742812,1768.9189976946068,1772.6621314367628,1850.1665877061685,86.71784596335647,0.8931871039002883,94.48889147448415,9.442118239071025,84.83,104.14,19.310000000000002,Quasar 705
D5,1765.8388311505003,1768.8951122029134,1772.1663066505844,1852.8629406487469,87.02410949824662,0.865722020209744,101.01570057385878,6.1163392017130125,94.18,107.85,13.669999999999987,Quasar 705
D6,1756.971951452715,1762.5046568885025,1764.6284636294376,1843.9757639123163,87.00381245960125,0.8872749400638547,97.34480589636742,7.650489812144967,88.45,106.24,17.789999999999992,Quasar 705
D7,1770.1640793482632,1775.4347633837206,1779.082299194602,1850.2041398607996,80.04006051253646,0.9006649647499594,95.53368894007745,7.267724330501919,87.36,103.71,16.349999999999994,Quasar 705
D8,1762.531869420579,1766.270507561282,1769.111204364877,1852.6440018771823,90.11213245660338,0.8613336486245164,102.02805483023903,5.29063575734243,95.96,108.09,12.13000000000001,Quasar 705
D9,1761.999477916147,1843.5990083966353,1761.999477916147,1852.9190402009513,90.91956228480421,0.8409350881836064,143.99999992574726,-0.7577261279384866,12.3,119.99,107.69,Quasar 705
D10,1842.1455250089625,1843.2202413271452,1843.9422220449742,1849.7237426379183,7.5782176289558265,0.5150398055452419,83.36019501203212,1.0520584096690353,73.78,92.94,19.159999999999997,Quasar 705
D11,1770.1679328679086,1845.4032137134889,1770.1679328679086,1853.996341714401,83.8284088464925,0.9000302429211406,143.99999963125384,-0.6986282863948124,12.3,119.99,107.69,Quasar 705
D12,1777.8567905335444,1781.4831939648107,1783.252915410267,1848.191056874859,70.33426634131456,0.9357079999539275,99.3359956880266,5.548830997161803,91.19,107.48,16.290000000000006,Quasar 705
E1,1828.2111163649258,1841.5385365908971,1828.2111163649258,1841.5385365908971,13.32742022597131,0.7797494234923407,76.48445567707903,142.14062411428685,0.0,119.99,119.99,Quasar 705
E2,1817.3909267703368,1831.462291464017,1817.3909267703368,1831.462291464017,14.071364693680152,0.7262215641018561,58.79471433204342,211.91348609965047,0.0,119.99,119.99,Quasar 705
E3,1812.149116180106,1816.4191581916825,1816.949725300311,1824.9237907939178,12.77467461381184,0.7608802350530364,73.66116707078244,0.7360691631033973,68.19,79.13,10.939999999999998,Quasar 705
E4,1753.6773407636076,1756.6278257849185,1762.9221263779102,1845.3010674974807,91.62372673387313,0.8850311298390005,93.0784423272653,13.607537596347964,81.77,104.38,22.61,Quasar 705
E5,1755.4492946358102,1760.9075716853038,1765.9182143886942,1853.9773323943132,98.52803775850293,0.8955858986440716,90.92241377642173,16.900809342783727,77.6,104.24,26.64,Quasar 705
E6,1751.0684187546533,1754.9472258427577,1758.2099505520525,1838.2584591061086,87.19004035145531,0.9180214591216447,96.36416551428746,9.863388871117689,86.13,106.6,20.47,Quasar 705
E7,1763.8780859074848,1771.479197224525,1775.43020969493,1861.842712451498,97.9646265440133,0.9045324751402448,90.86987338582668,14.434737847222316,78.58,103.16,24.58,Quasar 705
E8,1748.4493679416933,1754.0579882352893,1758.3790462079255,1845.7856314834792,97.33626354178591,0.9134910981495176,91.13190041311049,16.734540005073228,77.54,104.72,27.179999999999993,Quasar 705
E9,1766.4343994329965,1771.1662265504522,1777.8070798248016,1864.2478235297895,97.81342409679291,0.908530423354115,90.13890194833446,17.416049680095444,77.11,103.17,26.060000000000002,Quasar 705
E10,1815.7548247457244,1846.1784991359687,1815.7548247457244,1846.1784991359687,30.423674390244287,0.9069410728818142,49.877281796414124,892.5709977653015,0.0,119.99,119.99,Quasar 705
E11,1780.8709500074865,1784.429610690889,1788.3015945243349,1856.695479947454,75.82452993996753,0.9061508657345267,94.07501796720287,9.79637431944272,83.32,104.83,21.510000000000005,Quasar 705
E12,1775.809014842525,1782.2944640355872,1783.9080900950005,1856.901960681575,81.09294583905012,0.9179810505471352,94.76695081980309,8.40627357734668,84.5,105.03,20.53,Quasar 705
F1,1826.1408671170898,1837.7853897591963,1826.1408671170898,1837.7853897591963,11.644522642106494,0.7600161987978863,108.29216277693402,83.40391941046872,0.0,119.99,119.99,Quasar 705
F2,1824.0486487195703,1837.545186696356,1824.0486487195703,1837.545186696356,13.496537976785703,0.7375626245011939,86.20685293620856,137.49316474250097,0.0,119.99,119.99,Quasar 705
F3,1782.4730872219898,1839.4893100527363,1782.4730872219898,1839.4893100527363,57.01622283074653,0.9134768569907747,48.7293196412078,1246.8958071119603,0.0,119.99,119.99,Quasar 705
F4,1756.107241415866,1760.5179915461529,1767.4211172001326,1849.6955516287705,93.58831021290462,0.8944108856393275,90.44047962648476,15.621398993338797,78.26,102.62,24.36,Quasar 705
F5,1755.6749303032655,1832.0743085935178,1833.0357808614806,1839.6758122045321,84.00088190126667,0.8594727204505936,19.404029537973233,4.094287057954632,13.33,25.48,12.15,Quasar 705
F6,1762.8904879964334,1768.3337429028745,1772.6038671746098,1856.9091599854153,94.01867198898185,0.9081872714044166,92.4709607289088,13.615639134713499,80.5,104.44,23.939999999999998,Quasar 705
F7,1755.5974844450916,1761.7150211837065,1765.0024907812633,1848.4450876594844,92.84760321439285,0.9027021612901428,91.77664476992983,14.497880286314974,78.74,104.81,26.070000000000007,Quasar 705
F8,1775.7637107226162,1780.3000864882108,1784.7162345808579,1867.1293316909312,91.36562096831494,0.9107354747928251,92.51750510856958,14.076850426813591,80.09,104.95,24.86,Quasar 705
F9,1758.2887621050968,1764.9046087405168,1770.9065320859986,1857.5196393299855,99.23087722488867,0.8991519377327117,90.65141822377335,14.552796743345201,79.19,102.11,22.92,Quasar 705
F10,1824.059993033573,1847.4256222616623,1824.059993033573,1847.4256222616623,23.365629228089347,0.8474365159882383,47.95738610428532,604.5001029077323,0.0,119.99,119.99,Quasar 705
F11,1776.5990049620939,1780.6960327125755,1782.5614155280316,1864.514554703929,87.9155497418351,0.9387795848582354,100.15351110002335,6.9379151055958825,91.82,108.49,16.67,Quasar 705
F12,1771.318566840612,1775.6117326334484,1777.4835106517744,1862.185656259147,90.86708941853499,0.9186153722254478,101.68223588801467,5.747594894413058,94.68,108.69,14.009999999999991,Quasar 705
G1,1786.8878508687085,1835.5671398717066,1786.8878508687085,1835.5671398717066,48.679289002998075,0.9125845968032051,50.34655136807299,1243.7586655250386,0.0,119.99,119.99,Quasar 705
G2,1777.6153572834037,1854.7521011634294,1823.3886121065966,1854.7521011634294,77.13674388002573,0.9424961806429812,42.274074671533235,166.05540918549704,0.0,94.71,94.71,Quasar 705
G3,1798.7526243717914,1851.257793790531,1798.7526243717914,1851.257793790531,52.50516941873957,0.8774675010576501,51.57469554935946,1274.1768347186924,0.0,119.99,119.99,Quasar 705
G4,1756.7213086700299,1762.70831560243,1768.6791110217116,1854.35082740137,97.62951873134011,0.9049094142300701,89.77628160358793,16.707871541453457,76.9,102.66,25.75999999999999,Quasar 705
G5,1756.7532332894261,1762.7397210580323,1767.2420445475605,1858.41442532628,101.66119203685389,0.9053215577540247,92.06845872708625,15.418332102708066,79.64,104.5,24.86,Quasar 705
G6,1761.5022226561132,1766.1928036813858,1768.0214254519003,1850.241010271264,88.73878761515084,0.882130975809607,101.08113502017035,5.613486177200836,94.08,108.08,14.0,Quasar 705
G7,1769.43995516749,1774.1204115249825,1778.2991341558195,1854.5536013359065,85.11364616841638,0.9067316071049866,93.62235115736881,10.776915071375166,82.97,104.27,21.299999999999997,Quasar 705
G8,1779.2430949461705,1783.4860647143037,1786.8151188894724,1861.374031025513,82.13093607934252,0.8906650601177946,97.94828422734705,6.776439182713073,90.21,105.69,15.480000000000004,Quasar 705
G9,1768.0178495878276,1771.8194539187577,1776.9680196545758,1860.3620637047713,92.3442141169437,0.8937200530443967,95.00379466591865,10.986829921455227,85.14,104.87,19.730000000000004,Quasar 705
G10,1841.6755602139988,1843.212929662779,1841.6755602139988,1843.212929662779,1.5373694487802823,0.018313790524236095,59.89795717924617,97.94652979108119,0.0,119.99,119.99,Quasar 705
G11,1844.7325387880685,1845.1375941999306,1846.3941909459302,1846.8017934199654,2.0692546318969107,0.08254900670522147,62.70177746365479,0.5315816262735431,62.04,63.36,1.3200000000000003,Quasar 705
G12,1837.8673666341529,1837.980978966449,1838.129212331066,1838.9456563959054,1.0782897617525578,0.01740260559410589,73.3036957272438,0.8906382578639017,45.58,101.02,55.44,Quasar 705
H1,1790.231378795423,1837.6214530099116,1790.231378795423,1837.6214530099116,47.39007421448855,0.9044987082969926,49.52001592302142,1233.0354115438329,0.0,119.99,119.99,Quasar 705
H2,1759.5021537774824,1823.3646321138347,1825.3000829455837,1833.1427837498145,73.64062997233214,0.9169366761038813,32.33668252220683,13.202151354339367,17.78,46.9,29.119999999999997,Quasar 705
